Anhänger,Anhänger,Anhänger,gleichgesinntePerson,1,geschicktgendern
Anhänger,Anhänger,Anhänger,mitwirkende Person,1,geschicktgendern
Anhänger,Anhänger,Anhänger,"sich (einer Bewegung, einem Verein) zuordnende Person",1,geschicktgendern
Anhänger,Anhänger,Anhänger,sympathisierende Person,1,geschicktgendern
Anhänger,Anhänger,Anhänger,unterstützende Person,1,geschicktgendern
Anhängerschaft,Anhängerschaft,Anhängerschaft,Gefolgschaft,1,geschicktgendern
Anhörer,Anhörer,Anhörer,Anhörerin,0,dereko
Animateur,Animateur,Animateur,Animateurin,0,dereko
Animateur,Animateur,Animateur,Freizeitbetreuungsperson,1,geschicktgendern
Animateur,Animateur,Animateur,animierende Person,1,geschicktgendern
Animator,Animator,Animator,Animatorin,0,dereko
Ankläger,Ankläger,Ankläger,Anklägerin,0,dereko
Ankläger,Ankläger,Ankläger,"Person, die Anklage erhebt",1,geschicktgendern
Ankläger,Ankläger,Ankläger,"Person, die anklagt",1,geschicktgendern
Ankläger,Ankläger,Ankläger,anklagende Person,1,geschicktgendern
Anlagemechaniker,Anlagemechaniker,Anlagemechaniker,Anlagemechanikerin,0,dereko
Anlagenführer,Anlagenführer,Anlagenführer,Anlagenführerin,0,dereko
Anlagenmechaniker,Anlagenmechaniker,Anlagenmechaniker,Anlagenmechanikerin,0,dereko
Anlagenmonteur,Anlagenmonteur,Anlagenmonteur,Anlagenmonteurin,0,dereko
Anleger,Anleger,Anleger,Anlegerin,0,dereko
Anleger,Anleger,Anleger,anlegende Person,1,geschicktgendern
Anleiter,Anleiter,Anleiter,Anleiterin,0,dereko
Anleiter,Anleiter,Anleiter,Anleitung,1,geschicktgendern
Anleiter,Anleiter,Anleiter,anleitende Person,1,geschicktgendern
Anlieger,Anlieger,Anlieger,Anliegerin,0,dereko
Anlieger,Anlieger,Anlieger,anliegende Person,1,geschicktgendern
Anlieger,Anlieger,Anlieger,anwohnende Person,1,geschicktgendern
Anmelder,Anmelder,Anmelder,Anmelderin,0,dereko
Anordner,Anordner,Anordner,anordnende Person,1,geschicktgendern
Anrainer,Anrainer,Anrainer,Anrainerin,0,dereko
Anrainer,Anrainer,Anrainer,Person nebenan,1,geschicktgendern
Anrainer,Anrainer,Anrainer,"Person, der das Grundstück nebenan gehört",1,geschicktgendern
Anrainer,Anrainer,Anrainer,"Person, die nebenan wohnt",1,geschicktgendern
Anrufer,Anrufer,Anrufer,Anruferin,0,dereko
Anrufer,Anrufer,Anrufer,anrufende Person,1,geschicktgendern
Ansprechpartner,Ansprechpartner,Ansprechpartner,Ansprechpartnerin,0,dereko
Ansprechpartner,Ansprechpartner,Ansprechpartner,Ansprechperson,1,geschicktgendern
Ansprechpartner,Ansprechpartner,Ansprechpartner,Hilfeteam,2,geschicktgendern
Ansprechpartner,Ansprechpartner,Ansprechpartner,Hotline,1,geschicktgendern
Ansprechpartner,Ansprechpartner,Ansprechpartner,Kontakt,1,geschicktgendern
Ansprechpartner,Ansprechpartner,Ansprechpartner,Kontaktperson,1,geschicktgendern
Ansprechpartner,Ansprechpartner,Ansprechpartner,Service,1,geschicktgendern
Ansprechpartner,Ansprechpartner,Ansprechpartner,Servicepersonal,1,geschicktgendern
Ansprechpartner,Ansprechpartner,Ansprechpartner,wer Auskunft gibt,1,geschicktgendern
Ansprechpartner,Ansprechpartner,Ansprechpartner,wer zuständig ist,1,geschicktgendern
Anstaltsleiter,Anstaltsleiter,Anstaltsleiter,Anstaltsleiterin,0,dereko
Anstreicher,Anstreicher,Anstreicher,Anstreicherin,0,dereko
Antagonist,Antagonist,Antagonist,Antagonistin,0,dereko
Antagonist,Antagonist,Antagonist,Counterpart,1,geschicktgendern
Antagonist,Antagonist,Antagonist,Konkurrenz,1,geschicktgendern
Antagonist,Antagonist,Antagonist,gegenhandelnde Person,1,geschicktgendern
Antagonist,Antagonist,Antagonist,widerstreitende Person,1,geschicktgendern
Anteilseigner,Anteilseigner,Anteilseigner,Anteilseignerin,0,dereko
Anteilseigner,Anteilseigner,Anteilseigner,anteilsinhabende Person,1,geschicktgendern
Anthropologe,Anthropologe,Anthropologe,Anthropologin,0,dereko
Anthroposoph,Anthroposoph,Anthroposoph,Anthroposophin,0,dereko
Antidemokrat,Antidemokrat,Antidemokrat,Antidemokratin,0,dereko
Antidiskriminierungskämpfer,Antidiskriminierungskämpfer,Antidiskriminierungskämpfer,Antidiskriminierungskämpferin,0,dereko
Antifaschist,Antifaschist,Antifaschist,Antifaschistin,0,dereko
Antifeminist,Antifeminist,Antifeminist,Antifeministin,0,dereko
Antiheld,Antiheld,Antiheld,Antiheldin,0,dereko
Antiimperialist,Antiimperialist,Antiimperialist,Antiimperialistin,0,dereko
Antikapitalist,Antikapitalist,Antikapitalist,Antikapitalistin,0,dereko
Antikommunist,Antikommunist,Antikommunist,Antikommunistin,0,dereko
Antimilitarist,Antimilitarist,Antimilitarist,Antimilitaristin,0,dereko
Antinatalist,Antinatalist,Antinatalist,Antinatalistin,0,dereko
Antirassist,Antirassist,Antirassist,Antirassistin,0,dereko
Antisemit,Antisemit,Antisemit,Antisemitin,0,dereko
Antisemit,Antisemit,Antisemit,antisemitisch eingestellte Person,1,geschicktgendern
Antragssteller,Antragssteller,Antragssteller,Antragsstellerin,0,dereko
Antragsteller,Antragsteller,Antragsteller,Antrag gestellt von,1,geschicktgendern
Antragsteller,Antragsteller,Antragsteller,Antragstellerin,0,dereko
Antragsteller,Antragsteller,Antragsteller,"Person, die einen Antrag stellt",1,geschicktgendern
Antragsteller,Antragsteller,Antragsteller,antragstellende Person,1,geschicktgendern
Antragsteller,Antragsteller,Antragsteller,beantragende Einrichtung,1,geschicktgendern
Antragsteller,Antragsteller,Antragsteller,beantragende Person,1,geschicktgendern
Anwalt,Anwalt,Anwalt,Anwältin,0,dereko
Anwalt,Anwalt,Anwalt,Mitglied der Anwaltschaft,1,geschicktgendern
Anwalt,Anwalt,Anwalt,Rechtsvertretung,1,geschicktgendern
Anwalt,Anwalt,Anwalt,gesetzliche Vertretung in Rechtsangelegenheiten,1,geschicktgendern
Anwaltskosten,Anwaltskosten,Anwaltskosten,Kosten für die Rechtsvertretung,1,geschicktgendern
Anwart,Anwart,Anwärter,Anwärterin,0,dereko
Anwart,Anwart,Anwärter,Person im Vorbereitungsdienst,1,geschicktgendern
Anwender,Anwender,Anwender,Anwenderin,0,dereko
Anwender,Anwender,Anwender,Anwendung,1,geschicktgendern
Anwender,Anwender,Anwender,Nutzende Person,1,geschicktgendern
Anwender,Anwender,Anwender,"Person, die anwendet",1,geschicktgendern
Anwender,Anwender,Anwender,anwendende Person,1,geschicktgendern
Anwenderfreundlichkeit,Anwenderfreundlichkeit,Anwenderfreundlichkeit,Verwendungsfreundlichkeit,1,geschicktgendern
Anwendungsentwickler,Anwendungsentwickler,Anwendungsentwickler,Anwendungsentwicklerin,0,dereko
Anwohner,Anwohner,Anwohner,Anwohnerin,0,dereko
Anwohner,Anwohner,Anwohner,Nachbarschaft,2,geschicktgendern
Anwohner,Anwohner,Anwohner,anwohnende Person,1,geschicktgendern
Anwohner,Anwohner,Anwohner,wer in dieser Straße wohnt,1,geschicktgendern
Anwohnervertreter,Anwohnervertreter,Anwohnervertreter,Anwohnervertreterin,0,dereko
Anzeigenerstatter,Anzeigenerstatter,Anzeigenerstatter,Anzeigenerstatterin,0,dereko
Anzeigenkunde,Anzeigenkunde,Anzeigenkunde,Anzeigenkundin,0,dereko
Anzeigenverkäufer,Anzeigenverkäufer,Anzeigenverkäufer,Anzeigenverkäuferin,0,dereko
Anästhesist,Anästhesist,Anästhesist,Anästhesistin,0,dereko
Apologet,Apologet,Apologet,Apologetin,0,dereko
Apothekenhelfer,Apothekenhelfer,Apothekenhelfer,Apothekenhelferin,0,dereko
Apotheker,Apotheker,Apotheker,Apothekerin,0,dereko
Apotheker,Apotheker,Apotheker,approbierte pharmazeutische Fachkraft,1,geschicktgendern
Apotheker,Apotheker,Apotheker,arzneikundige Person,1,geschicktgendern
Araber,Araber,Araber,Araberin,0,dereko
Aramäer,Aramäer,Aramäer,Aramäerin,0,dereko
Arbeiter,Arbeiter,Arbeiter,Arbeiterin,0,dereko
Arbeiter,Arbeiter,Arbeiter,Arbeitskraft,1,geschicktgendern
Arbeiter,Arbeiter,Arbeiter,Belegschaft,2,geschicktgendern
Arbeiter,Arbeiter,Arbeiter,beschäftigte Person,1,geschicktgendern
Arbeiter,Arbeiter,Arbeiter,erwerbstätige Person,1,geschicktgendern
Arbeiterklasse,Arbeiterklasse,Arbeiterklasse,arbeitende Klasse,1,geschicktgendern
Arbeitgeber,Arbeitgeber,Arbeitgeber,Amt,1,geschicktgendern
Arbeitgeber,Arbeitgeber,Arbeitgeber,Arbeitgebende,2,geschicktgendern
Arbeitgeber,Arbeitgeber,Arbeitgeber,Arbeitgeberin,0,dereko
Arbeitgeber,Arbeitgeber,Arbeitgeber,Arbeitsstelle,1,geschicktgendern
Arbeitgeber,Arbeitgeber,Arbeitgeber,Behörde,1,geschicktgendern
Arbeitgeber,Arbeitgeber,Arbeitgeber,Betrieb,1,geschicktgendern
Arbeitgeber,Arbeitgeber,Arbeitgeber,Einrichtung,1,geschicktgendern
Arbeitgeber,Arbeitgeber,Arbeitgeber,Firma,1,geschicktgendern
Arbeitgeber,Arbeitgeber,Arbeitgeber,Führungskraft,1,geschicktgendern
