"word"
(...) junior
(das) Blag
(das) Fräulein Tochter
(der) böhmische Gefreite
(der) Führer
(der) GröFaZ
(der) größte Feldherr aller Zeiten
(der) King of Rock'n Roll
(die) Blage
(die) goldene Stimme aus Prag
(die) lieben Kleinen (u.a. mediensprachlich)
(jemandes) alte Dame
(mein) Junge
(westindischer) Seeräuber
a.o. Prof.
Abkömmling
Adolf Hitler
Ahnfrau
Ahnherrin
Ahnmutter
AiW
Alte
Alter
alter Herr
Ältester
ältester Sohn
Amokschütze
Anästhesiologe
Anästhesist
Androloge
Arzt in Weiterbildung
Assistenzarzt
außerordentlicher Professor
außerplanmäßiger Professor
Auslandskorrespondent
Ausputzer (Fußball)
Autor einer Kolumne
Balg
Barbaresken-Korsar
Barbaresken-Pirat
Barde
Barpianist
Berufsmörder
Bildberichterstatter
Bildjournalist
Bildreporter
böser Clown
Bukanier
C4-Professor
Chefarzt
Chefredakteur
Chefredaktor
Dad
Daddy
deine arme alte Mutter (halb-scherzhaft)
der Alte
der King
Dialektologe
Dieb
Diva
Doctor juris
Doktor der Rechte
Doktor der Rechtswissenschaft
Doktor der Rechtswissenschaften
Doktor des Rechts
Doktor des Zivilrechts
Dorfpolizist
Dorfsheriff
Dr. iur.
Dr. jur.
Dr. jur.
Drogenfahnder
Eduard Roschmann
einer von der Kripo
Elvis
Elvis Presley
emeritierter Hochschulprofessor
Emeritus
Enkel
Enkel
Enkel
Enkelin
Enkelin
Enkelkind
Enkelsohn
Enkelsohn
Enkeltochter
Enkeltochter
Ermittler
Erstgeborener
erstgeborener Sohn
Erstling
Erzeuger (auch ironisch)
Extraordinarius
F(r)ederico Wegener (Alias)
Facharzt für Anästhesiologie
Facharzt für Frauenheilkunde
Facharzt für Innere Medizin
Facharzt für Orthopädie
Feuerfresser
Feuerschlucker
Filius
Filmhistoriker
Filmwissenschaftler
Firmenanwalt
Fotoreporter
Frau von der Zeitung
Frau von der Zeitung
Frauenarzt
Gebärerin
Gerichtsassessor
Gör
Großeltern
Großkind
Großmama
Großmutter
Großpapa
Großsohn
Großsohn
Großtochter
Großtochter
Großvater
Gruselclown
Gschropp
Gynäkologe
Halbstürmer
Hauptsängerin
Hauptschriftleiter
Hauptstadtkorrespondent
Heranwachsender
Horrorclown
Hufbeschlagschmied
Hufschmied
Internist
Jazz-Pianist
Jazz-Pianist
Junior
Karel Gott
Kaskadeur
Kassenzahnarzt
Kassenzahnarzt
keltischer Dichter
keltischer Sänger
Kid
Kiddie
Kind
Kindeskind
Kindsvater
Klatschreporter
Klatschreporter
Klaubock
Klauer
Kleine
Kleiner
Kniebeißer
Knirps
Kolumnenschreiber
Kolumnist
Kontorsionist
Kriminalbeamter
Kriminaler
Kriminalpolizist
Kunsthistoriker
Landgendarm
Landmarschall
Landtagsmarschall
Langfinger
Lead Singer
Lebensspenderin
Lehrstuhlinhaber
Leitender Arzt (Hamburg)
Libero
Ma
Mam
Mama
Mami
Mann von der Zeitung
Mann von der Zeitung
Männerarzt
männlicher Elternteil
Medienhistoriker
Medienhistoriker
Medientheoretiker
Milchferkel
Militärhistoriker
Minnesänger
Muddern
Mundartforscher
Münzkundler
Mutter
Mutti
Nachfahre
Nachkomme
Nachwuchs
Narkosearzt
Numismatiker
o. Prof.
Oberarzt
Offermann
Oma
Oma und Opa
Omama
Omi
Opa
Opernsänger
Opfermann
Opi
ordentlicher Professor
Ordinarius
Orientalist
Orthopäde
Pa
Panz
Papa
Paparazza
Paparazza
Paparazzi
Paparazzi
Paparazzo
Paparazzo
Papi
Paps
Pferdeschmied
Pflegesohn
Phonologe
Prank
Pressefotograf
Pressetante
Pressetante
Primadonna
Primar
Primararzt
Primarius
Probe-Richter
Profikiller
Psycholinguist
Rauschgiftfahnder
Reporter (Presse)
Reporter (Presse)
Reporterin (Presse)
Reporterin (Presse)
Richter auf Probe
Rundfunkhistoriker
Salonpianist
Schlächter
Schlächter von Riga
Schlangenmensch
Schmierfink
Schmierfink
Schreinermeister
Seilakrobat
Seiltänzer
Semantiker
Senior
Sensationsdarsteller
Sensationsreporter
Sensationsreporter
Skandal-Fotograf
Skandal-Fotograf
Skandalreporter
Skandalreporter
Sohn
Sohnemann
Spanferkel
Spitzbube
Spross
Sprössling
Stammhalter
Stammhalter
Stammmutter
Stationsarzt
Stiefsohn
Stunt-Double
Stuntman
Syndikus
Syndikusanwalt
Syntaktiker
Tischlermeister
Tochter
Töchterchen
Trapezakrobat
Trapezkünstler
Trobador
Troubadour
Urgroßmutter
Urgroßvater
Urli
Uroma
Uropa
Vater
Vati
Verbinder
Verbindungsstürmer
Verkehrspolizist
Vertragszahnarzt
Vertragszahnarzt
Vorstopper
Zeitungsfritze
Zeitungsfritze
Zeitungsmann
Zeitungsmann
Ziehsohn
Zögling
Zwilling
Zwilling
Zwillingsbruder
Zwillingsbruder
Zwillingsschwester
Zwillingsschwester
