Anleger,Anleger*innen,1
Anleger,Anlegerin und Anleger,0
Anleger,Anlegerinnen und Anleger,1
Anlegern,Anlegerinnen und Anlegern,1
Anrainer,Anrainer*innen,1
Anrainer,Anrainerin bzw. Anrainer,0
Anrainer,Anrainerinnen und Anrainer,1
Anrufer,Anruf von,0
Anrufer,Anrufer*innen,1
Anrufer,Anruferin und Anrufer,0
Anrufer,Anruferinnen und Anrufer,1
Anrufer,angerufen hat,0
Ansprechpartner,Ansprechpartner*innen,1
Ansprechpartner,Ansprechpartnerin bzw. Ansprechpartner,0
Ansprechpartner,Ansprechperson; Kontakt,0
Anstaltsgehilfe,Anstaltsgehilfin bzw.-gehilfe,0
Anstaltsgehilfe,Anstaltsgehilfin und Anstaltsgehilfe,0
Anstaltsgehilfe,Anstaltsgehilfinnen und Anstaltsgehilfen,1
Anthropologe,Anthropologin und Anthropologe,0
Anthropologen,Anthropologinnen und Anthropologen,1
Antragssteller,Antragssteller*innen,1
Antragssteller,Antragsstellerinnen und Antragssteller,1
Antragsstellern,Antragsstellerinnen und Antragsstellern,1
Antragsteller,Antrag gestellt von,0
Antragsteller,Antragsteller*innen,1
Antragsteller,Antragstellerin bzw. Antragsteller,0
Antragsteller,ich beantrage,0
Anwalt,Anwalt und Anwältin,0
Anwalt,Rechtsvertretung,0
Anwaltsassistent,Anwaltsassistentin und Anwaltsassistent,0
Anwaltsassistenten,Anwaltsassistentinnen und Anwaltsassistenten,1
Anwaltshonorar,Honorar von Anwältinnen und Anwälten,1
Anwaltskosten,Kosten für die Rechtsvertretung,0
Anwender,Anwender*innen,1
Anwender,Anwenderin und Anwender,0
Anwender,Anwenderinnen und Anwender,1
Anwendern,Anwenderinnen und Anwendern,1
Anwenderprogramm,Anwendungsprogramm,0
Anwerber,Anwerber*innen,1
Anwerber,Anwerberin und Anwerber,0
Anwerber,Anwerberinnen und Anwerber,1
Anwerbern,Anwerberinnen und Anwerbern,1
Anwohner,Anwohnende,0
Anwohner,Anwohnerin bzw. Anwohner,0
Anwohner,Nachbarschaft,0
Anwälte,Anwältinnen und Anwälte,1
Anwälten,Anwältinnen und Anwälten,1
Anwärter,Anwärter*innen,1
Anwärter,Anwärterin und Anwärter,0
Anwärter,Anwärterinnen und Anwärter,1
Anwärtern,Anwärterinnen und Anwärtern,1
Apothekenlaborant,Apothekenlaborant*innen,1
Apothekenlaborant,Apothekenlaborantin bzw. -laborant,0
Apotheker,Apotheker*innen,1
Apotheker,Apothekerin bzw. Apotheker,0
Apotheker,Apothekerin und Apotheker,0
Apotheker,Apothekerinnen und Apotheker,1
Apothekern,Apothekerinnen und Apothekern,1
Arbeiter,Arbeiter*innen,1
Arbeiter,Arbeiterin bzw. Arbeiter,0
Arbeiter,Arbeiterinnen und Arbeiter,1
Arbeiterfamilien,Familien von Arbeiterinnen und Arbeitern,1
Arbeitern,Arbeiterinnen und Arbeitern,1
Arbeiternehmer,Arbeitnehmer*innen,1
Arbeiternehmer,Belegschaft,0
Arbeiternehmer,Beschäftigte,0
Arbeitgeber,Arbeitgebende; Betriebe; Unternehmen,0
Arbeitgeber,Arbeitgeber*innen,1
Arbeitgeber,Arbeitgeberin und Arbeitgeber,0
Arbeitgeber,Organisation der Arbeitsgebenden,0
Arbeitnehmer,Arbeitnehmer*innen,1
Arbeitnehmer,Arbeitnehmerin bzw. Arbeitnehmer,0
Arbeitsgruppenmanager,Arbeitsgruppenmanagerin bzw. - manager,0
Arbeitskollege,Arbeitskollegin und Arbeitskollege,0
Arbeitskollegen,Arbeitskolleginnen und Arbeitskollegen,1
Arbeitsmediziner,Arbeitsmediziner*innen,1
Arbeitsmediziner,Arbeitsmedizinerin bzw. Arbeitsmediziner,0
Arbeitspsychologe,Arbeitspsychologin bzw. Arbeitspsychologe,0
Architekt,Architektin und Architekt,0
Architekten,Architektinnen und Architekten,1
Archivar,Archivarin bzw. Archivar,0
Archivare,Archivarinnen und Archivare,1
Archivaren,Archivarinnen und Archivaren,1
Archivgehilfe,Archivgehilfin bzw. Archivgehilfe,0
Archivgehilfen,Archivgehilfinnen und -gehilfen,1
Archivleiter,Archivleiterin bzw. Archivleiter,0
Archivleiter,Archivleitung,0
Aristokrat,Aristokratin und Aristokrat,0
Aristokraten,Aristokratinnen und Aristokraten,1
Arzt,Ärztin bzw. Arzt,0
Arztbrief,Entlassungsbrief; (ärztlicher) Befundbericht,0
Arztgeheimnis,Berufsgeheimnis,0
Arztgeheimnis,Schweigepflicht der Ärztin,0
Arztgeheimnis,Schweigepflicht des Arztes,0
Arzthelfer,Arzthelfer*innen,1
Arzthelfer,Arzthelferin und Arzthelfer,0
Arzthelfer,Arzthelferinnen und Arzthelfer,1
Arzthelfern,Arzthelferinnen und Arzthelfern,1
Arztkosten,(ärztliche) Behandlungskosten,0
Arzttermin,Behandlungstermin,0
Arztzeugnis,Krankheitsbescheinigung,0
Arztzeugnis,Unfallbestätigung,0
Arztzeugnis,ärztliches Zeugnis,0
Asiaten,Asiatinnen und Asiaten,1
Assistent,Assistentin bzw. Assistent,0
Assistent,Assistentin und Assistent,0
Assistent,Assistenz,0
Assistenten,Assistent*innen,1
Assistenten,Assistentinnen und Assistenten,1
Assistenzarzt,Assistenzärztin bzw. Assistenzarzt,0
Astrologe,Astrologin und Astrologe,0
Astrologen,Astrologinnen und Astrologen,1
Astronom,Astronomin und Astronom,0
Astronomen,Astronominnen und Astronomen,1
Asylwerber,Asylsuchende,0
Asylwerber,Asylwerber*innen,1
Asylwerber,Asylwerberin und Asylwerber,0
Asylwerber,Asylwerberinnen und Asylwerber,1
Asylwerber,Personen im Asylverfahren,0
Asylwerbern,Asylwerberinnen und Asylwerbern,1
Athlet,Athletin und Athlet,0
Athleten,Athletinnen und Athleten,1
Aufseher,Aufseher*innen,1
Aufseher,Aufseherin bzw. Aufseher,0
Auftraggeber,Auftraggeber*innen,1
Auftraggeber,Auftraggeberin bzw. Auftraggeber,0
Auftraggeber,Auftraggeberinnen und Auftraggeber,1
Auftragnehmer,Auftragnehmer*innen,1
Auftragnehmer,Auftragnehmerin bzw. Auftragnehmer,0
Auftragnehmer,Auftragnehmerinnen und Auftragnehmer,1
Augenzeugen,Augenzeuginnen und Augenzeugen,1
Ausbildungsbeauftragter,Ausbildungsbeauftragte bzw. Ausbildungsbeauftragter,0
Ausbildungsjurist,Ausbildungsjuristin bzw. Ausbildungsjurist,0
Ausbildungsjuristen,Ausbildungsjurist*innen,1
Ausbildungsreferent,Ausbildungsreferent*innen,1
Ausbildungsreferent,Ausbildungsreferentin und Ausbildungsreferent,0
Ausbildungstechniker,Ausbildungstechniker*innen,1
Ausbildungstechniker,Ausbildungstechnikerin bzw. Ausbildungstechniker,0
Ausländer,Ausländerinnen und Ausländer,1
Ausländerfrage,Migrationsthematik,0
Aussteller,Aussteller*innen,1
Aussteller,Ausstellerin und Aussteller,0
Aussteller,Ausstellerinnen und Aussteller,1
Ausstellern,Ausstellerinnen und Ausstellern,1
Autoelektriker,Autoelektriker*innen,1
Autoelektriker,Autoelektrikerin und Autoelektriker,0
Autoelektriker,Autoelektrikerinnen und Autoelektriker,1
Autoelektrikern,Autoelektrikerinnen und Autoelektrikern,1
Autofahrer,Autofahrer*innen,1
Autofahrer,Autofahrerin und Autofahrer,0
Autofahrer,Autofahrerinnen und Autofahrer,1
Autofahrern,Autofahrerinnen und Autofahrern,1
Automechaniker,Automechaniker*innen,1
Automechaniker,Automechanikerin und Automechaniker,0
Automechaniker,Automechanikerinnen und Automechaniker,1
Automechanikern,Automechanikerinnen und Automechanikern,1
Autor,Autorin und Autor,0
Autoren,Autorinnen und Autoren,1
Außendienstmitarbeiter,Außendienstmitarbeiter*innen,1
Außendienstmitarbeiter,Außendienstmitarbeiterin und Außendienstmitarbeiter,0
Außendienstmitarbeiter,Außendienstmitarbeiterinnen und Außendienstmitarbeiter,1
Außendienstmitarbeitern,Außendienstmitarbeiterinnen und Außendienstmitarbeitern,1
Babysitter,Babysitterin bzw. Babysitter,0
Bachelor,Bachelorandin bzw. Bachelor,0
Bademeister,Bademeister*innen,1
Bademeister,Bademeisterin und Bademeister,0
Bademeister,Bademeisterinnen und Bademeister,1
Bademeistern,Bademeisterinnen und Bademeistern,1
Bakkalaureus,Bakkalaurea bzw. Bakkalaureus,0
Bankkaufmänner,Bankkauffrauen und Bankkaufmänner,1
Bankkaufmännern,Bankkauffrauen und Bankkaufmännern,1
Bauarbeiter,Bauarbeiter*innen,1
Bauarbeiter,Bauarbeiterin und Bauarbeiter,0
Bauarbeiter,Bauarbeiterinnen und Bauarbeiter,1
Bauarbeitern,Bauarbeiterinnen und Bauarbeitern,1
Bauer,Bäuerin und Bauer,0
Bauern,Bäuerinnen und Bauern,1
Bauherr,Bauherrin bzw. Bauherr,0
Bauingenieur,Bauingenieurin bzw. Bauingenieur,0
Bauingenieure,Bauingenieurinnen und Bauingenieure,1
Bauingenieuren,Bauingenieurinnen und Bauingenieuren,1
Bauinspizient,Bauinspizientin bzw. Bauinspizient,0
Bauinspizient,Bauinspizientin und Bauinspizient,0
Bauinspizienten,Bauinspizient*innen,1
Bautechnischer Zeichner,Bautechnische Zeichner*innen,1
Bautechnischer Zeichner,Bautechnische Zeichnerin bzw. bautechnischer Zeichner,0
Bauwerber,Bauwerber*innen,1
Bauwerber,Bauwerberin und Bauwerber,0
Bauwerber,Bauwerberinnen und Bauwerber,1
Bauwerbern,Bauwerberinnen und Bauwerbern,1
Beamte,Beamt*innen,1
Beamte,Beamtinnen und Beamten,1
Beamten,Beamtinnen und Beamten,1
Beamter,Beamtin bzw. Beamter,0
Bearbeiter,Bearbeiter*innen,1
Bearbeiter,Bearbeiterin bzw. Bearbeiter,0
Bearbeiter,Bearbeiterinnen und Bearbeiter,1
Bearbeiter,bearbeitet von,0
Bedienstetenschutzbeauftragter,Bedienstetenschutzbeauftragte bzw. -beauftragter,0
Bediensteter,Bedienstete bzw. Bediensteter,0
Begleiter,Begleiter*innen,1
Begleiter,Begleiterin und Begleiter,0
Begleiter,Begleiterinnen und Begleiter,1
Begleitern,Begleiterinnen und Begleitern,1
Behindertenbetreuer,Behindertenbetreuer*innen,1
Behindertenbetreuer,Behindertenbetreuerin bzw.-betreuer,0
Beifahrer,Beifahrer*innen,1
Beifahrer,Beifahrerin und Beifahrer,0
Beifahrer,Beifahrerinnen und Beifahrer,1
Beifahrern,Beifahrerinnen und Beifahrern,1
Beifahrersitz,Beifahrsitz,0
Beisitzer,Beisitzende,0
Beisitzer,Beisitzerin und Beisitzer,0
Beisitzer,Beisitzerinnen und Beisitzer,1
Beisitzer,Besitzer*innen,1
Benutzer,Benutzer*in,0
Benutzer,Benutzer*innen,1
Benutzer,Benutzerin und Benutzer,0
Benutzer,Benutzerinnen und Benutzer,1
Benutzereinstellungen,Benutzer*inneneinstellungen,0
Benutzereinstellungen,Benutzerinneneinstellungen und Benutzereinstellungen,1
Benutzerhandbuch,Bedienungsanleitung,0
Benutzerhandbuch,Benutzungshandbuch,0
Benutzerhandbuch,Manual,0
Benutzerinformationen,Benutzer*inneninformationen,0
Benutzerinformationen,Benutzerinneninformationen und Benutzerinformationen,1
Benutzerkalenderliste,Benutzer*innenkalenderliste,0
Benutzerkalenderliste,Benutzerinnenkalenderliste und Benutzerkalenderliste,1
Benutzern,Benutzerinnen und Benutzern,1
Benutzerordnung,Benutzungsordnung,0
Benutzerprofil,Benutzer*innenprofil,0
Benutzerprofil,Benutzerinnenprofil und Benutzerprofil,1
Benutzerstatistiken,Benutzer*innenstatistiken,0
Benutzerstatistiken,Benutzerinnenstatistiken und Benutzerstatistiken,1
Benutzerstellvertretung,Benutzer*innenstellvertretung,0
Benutzerstellvertretung,Benutzerinnenstellvertretung und Benutzerstellvertretung,1
Berater,Beraterin bzw. Berater,0
Berater,Beratung,0
Berater,Sie werden beraten von,0
Berater,es berät Sie,0
Beratertätigkeit,Berater*innentätigkeit,0
Beratertätigkeit,Beratung,0
Bereichsdirektor,Bereichsdirektorin bzw. Bereichsdirektor,0
Bereichsdirektoren,Bereichsdirektor*innen,1
Bereichsleiter,Bereichsleiter*innen,1
Bereichsleiter,Bereichsleiterin bzw. Bereichsleiter,0
Bereichsleiter,Bereichsleitung,0
Beschuldigter,beschuldigte Person,0
Beschwerdemanager,Beschwerdemanager*innen,1
Beschwerdemanager,Beschwerdemanagerin bzw. Beschwerdemanager,0
Beschäftigte,Angestellten,0
Beschäftigte,Belegschaft,0
Beschäftigte,Mitarbeiter*innen,1
Beschäftigte,Personal,0
Besitzender,im Besitz von,0
Besitzer,Besitzerin bzw. Besitzer,0
Besitzer,im Besitz von,0
Besitzerwechsel,Besitzwechsel,0
Besucher,Besucher*innen,1
Besucher,Besucherin bzw. Besucher,0
Besucher,Besucherinnen und Besucher,1
Besuchergruppe,Besuchsgruppe,0
Besuchern,Besucherinnen und Besuchern,1
Besucherparkplatz,Besuchsparkplatz,0
Besucherparkplatz,Parkplatz für Besucher*innen,1
Besucherrückgang,Publikumsrückgang,0
Besucherrückgang,Rückgang der Besuche,0
Besucherrückgang,sinkende Nachfrage,0
Beteiligte,Partei,0
Beteiligte,Vertragspartei,0
Beteiligte,beteiligte Institutionen,0
Betrachter,Betrachtende,0
Betreuer,Betreuer*innen,1
Betreuer,Betreuerin bzw. Betreuer,0
Betreuer,Betreuerinnen und Betreuer,1
Betreuer,Betreuungsperson,0
Betreuern,Betreuerinnen und Betreuern,1
Betriebsarzt,Betriebsärztin bzw. Betriebsarzt,0
Betriebsassistent,Betriebsassistentin bzw.- assistent,0
Betriebsassistenten,Betriebsassistent*innen,1
Betriebsinspektor,Betriebsinspektorin bzw. -inspektor,0
Betriebsinspektoren,Betriebsinspektor*innen,1
Betriebskontrollor,Betriebskontrollorin bzw. -kontrollor,0
Betriebskontrollore,Betriebskontrollor*innen,1
Betriebsleiter,Betriebsleiterin bzw. -leiter,0
Betriebsleiter,Betriebsleitung,0
Betriebsoberinspektor,Betriebsoberinspektorin bzw. - oberinspektor,0
Betriebsoberinspektoren,Betriebsoberinspektor*innen,1
Betriebsorganisator,Betriebsorganisatorin bzw. - organisator,0
Betriebsorganisatoren,Betriebsorganisator*innen,1
Betriebsprüfer,Betriebsprüfer*innen,1
Betriebsprüfer,Betriebsprüferin bzw. Betriebsprüfer,0
Betriebsprüfer,Betriebsprüferinnen und Betriebsprüfer,1
Betriebsprüfern,Betriebsprüferinnen und Betriebsprüfern,1
Betriebsrat,Betriebsrätin bzw. Betriebsrat,0
Betriebsräte,Betriebsrätinnen und Betriebsräte,1
Betriebsvorstand,Betriebsvorständin bzw. -vorstand,0
Betriebsvorstände,Betriebsvorständinnen und -vorstände,1
Betriebsärzte,Betriebsärzt*innen,1
Betriebsärzte,Betriebsärztinnen und Betriebsärzte,1
Bewerber,Bewerber*innen,1
Bewerber,Bewerberin bzw. Bewerber,0
Bewerber,Bewerberinnen und Bewerber,1
Bewerbern,Bewerberinnen und Bewerbern,1
Bewerberzahlen,Bewerbungszahlen,0
Bewohner,Bewohner*innen,1
Bewohner,Bewohnerin bzw. Bewohner,0
Bewohner,Bewohnerinnen und Bewohner,1
Bewohnern,Bewohnerinnen und Bewohnern,1
Bezirksamtsleiter,Bezirksamtsleiter*innen,1
Bezirksamtsleiter,Bezirksamtsleiterin bzw. -amtsleiter,0
Bezirkskoordinator,Bezirkskoordinatorin bzw. - koordinator,0
Bezirkskoordinatoren,Bezirkskoordinator*innen,1
Bezirkskoordinatoren,Bezirkskoordinatorinnen und -koordinatoren,1
Bezirksrat,Bezirksrätin bzw. Bezirksrat,0
Bezirksreferent,Bezirksreferentin bzw. -referent,0
Bezirksräte,Bezirksrätinnen und Bezirksräte,1
Bezirksseniorenbeauftragter,Bezirksseniorenbeauftragte bzw. -beauftragter,0
Bezirksvorsteher,Bezirksvorsteher*innen,1
Bezirksvorsteher,Bezirksvorsteherin bzw. -vorsteher,0
Bezirksvorsteher,Bezirksvorsteherinnen und Bezirksvorsteher,1
Bezirkswahlleiter,Bezirkswahlleitung,0
Bibliothekar,Bibliothekarin und Bibliothekar,0
Bibliothekare,Bibliothekar*innen,1
Bibliothekare,Bibliothekarinnen und Bibliothekare,1
Bibliothekaren,Bibliothekarinnen und Bibliothekaren,1
Bierbrauer,Bierbrauer*innen,1
Bierbrauer,Bierbrauerin und Bierbrauer,0
Bierbrauer,Bierbrauerinnen und Bierbrauer,1
Bierbrauern,Bierbrauerinnen und Bierbrauern,1
Bildhauer,Bildhauer*innen,1
Bildhauer,Bildhauerin und Bildhauer,0
Bildhauer,Bildhauerinnen und Bildhauer,1
Bildhauern,Bildhauerinnen und Bildhauern,1
Biologe,Biologin und Biologe,0
Biologen,Biologinnen und Biologen,1
Biomedizinische Analytiker,Biomedizinische Analytiker*innen,1
Biomedizinischer Analytiker,Biomedizinische Analytikerin bzw. Biomedizinischer Analytiker,0
Bischof,Bischöfin bzw. Bischof,0
Blockelektriker,Blockelektrikerin und Blockelektriker,0
Blockelektriker,Blockelektrikerinnen und Blockelektriker,1
Blutdepotbeauftragter,Blutdepotbeauftragte bzw. -beauftragter,0
Branddirektor,Branddirektor bzw. -direktorin,0
Branddirektor,Branddirektorin bzw. Branddirektor,0
Branddirektoren,Branddirektor*innen,1
Branddirektoren,Branddirektorinnen und Branddirektoren,1
Brandschutzansprechpartner,Brandschutzansprechpartner*innen,1
Brandschutzansprechpartner,Brandschutzansprechpartnerin bzw. -ansprechpartner,0
Brandschutzbeauftragter,Brandschutzbeauftragte bzw. -beauftragter,0
Brandschutzwart,Brandschutzwartin bzw. -schutzwart,0
Brandschutzwarte,Brandschutzwart*innen,1
Brauer,Brauer*innen,1
Brauer,Brauerin bzw. Brauer,0
Brauer,Brauerinnen und Brauer,1
Brauern,Brauerinnen und Brauern,1
Bregenzer,Bregenzer*innen,1
Bregenzer,Bregenzerin bzw. Bregenzer,0
Bregenzer,Bregenzerinnen und Bregenzer,1
Bregenzern,Bregenzerinnen und Bregenzern,1
Brüderlichkeit,Solidarität,0
Buchbinder,Buchbinder*innen,1
Buchbinder,Buchbinderin bzw. Buchbinder,0
Buchbinder,Buchbinderin und Buchbinder,0
Buchbinder,Buchbinderinnen und -binder,1
Buchhalter,Buchhalter*innen,1
Buchhalter,Buchhalterin bzw. Buchhalter,0
Buchhalter,Buchhalterinnen und Buchhalter,1
Buchhaltern,Buchhalterinnen und Buchhaltern,1
Budgetkoordinator,Budgetkoordinatorin bzw. -koordinator,0
Budgetkoordinatoren,Budgetkoordinator*innen,1
Budgetkoordinatoren,Budgetkoordinatorinnen und -koordinatoren,1
Budgetreferent,Budgetreferentin bzw. -referent,0
Budgetreferenten,Budgetreferent*innen,1
Budgetreferenten,Budgetrefertinnen und -referenten,1
Bundespräsidentenwahl,Bundespräsidentschaftswahl,0
Burgenländer,Burgenländer*innen,1
Burgenländer,Burgenländerin und Burgenländer,0
Burgenländer,Burgenländerinnen und Burgenländer,1
Burgenländern,Burgenländerinnen und Burgenländern,1
Bäcker,Bäcker*innen,1
Bäcker,Bäckerin und Bäcker,0
Bäcker,Bäckerinnen und Bäcker,1
Bäckern,Bäckerinnen und Bäckern,1
Börsenmakler,Börsenmakler*innen,1
Börsenmakler,Börsenmaklerin und Börsenmakler,0
Börsenmakler,Börsenmaklerinnen und Börsenmakler,1
Börsenmaklern,Börsenmaklerinnen und Börsenmaklern,1
Bürger,Bevölkerung,0
Bürger,Bürger*innen,1
Bürger,Bürgerin bzw. Bürger,0
Bürger,Bürgerinnen und Bürger,1
Bürgerbeteiligung,beteiligte Institutionen bzw. Beteiligung von Bürgerinnen und Bürgern,0
Bürgerdienst,Service für Bürgerinnen und Bürger,1
Bürgermeister,Bürgermeister*innen,1
Bürgermeister,Bürgermeisterin bzw. Bürgermeister,0
Bürgermeister,Bürgermeisterinnen und Bürgermeister,1
Bürgermeistern,Bürgermeisterinnen und Bürgermeistern,1
Bürgern,Bürgerinnen und Bürgern,1
Bürgerversammlung,Versammlung von Bürgerinnen und Bürgern,1
Bürohelfer,Bürohelferin bzw. -helfer,0
Bürokaufmann,Bürokauffrau bzw. -kaufmann,0
Bürokaufmänner,Bürokaufleute,0
Büroleiter,Büroleiter*innen,1
Büroleiter,Büroleiterin bzw. -leiter,0
Büroleiter,Büroleiterinnen und -leiter,1
Chauffeur,Chauffeurin bzw. Chauffeur,0
Chauffeure,Lenker*innen,1
Chef,Chefin bzw. Chef,0
Chefredakteur,Chefredakteurin bzw. - redakteur,0
Chefsache,Sache mit oberster Priorität,0
Chefsekretärin,Chefsekretärin bzw. -sekretär,0
Chemiker,Chemiker*innen,1
Chemiker,Chemikerin bzw. Chemiker,0
Chemiker,Chemikerin und Chemiker,0
Chemiker,Chemikerinnen und Chemiker,1
Chemikern,Chemikerinnen und Chemikern,1
Chirurg,Chirurgin bzw. Chirurg,0
Chirurgen,Chirurginnen und Chirurgen,1
Clown,Clownin bzw. Clown,0
Coiffeur,Coiffeuse bzw. Coiffeur,0
Controller,Controller*innen,1
Controller,Controllerin bzw. Controller,0
Controller,Controllerinnen und Controller,1
Controllern,Controllerinnen und Controllern,1
DJ,DJane bzw. DJ,0
Dachdecker,Dachdecker*innen,1
Dachdecker,Dachdeckerin und Dachdecker,0
Dachdecker,Dachdeckerinnen und Dachdecker,1
Dachdeckern,Dachdeckerinnen und Dachdeckern,1
Damenmannschaft,Damenteam,0
Datenschutzreferent,Datenschutzreferentin bzw. -referent,0
Datenverantwortlicher,Datenverantwortliche bzw. -verantwortlicher,0
