"word"
(...) der Herzen (sein)
(allgemein) beliebt (sein)
(bezahlter) Beifallklatscher
(das) Blag
(der) Alte
(der) erste Mann
(der) Hundertjährige
(der) Nazarener
(der) Sohn Gottes
(der) wahre Verantwortliche
(die) Blage
(die) Claque (Theat.)
(die) lieben Kleinen (u.a. mediensprachlich)
(du) Traum meiner schlaflosen Nächte
(ein) Böser
(ein) Methusalem
(ein) Nackter
(ein) sonniges Gemüt (haben)
(ein) Supermann
(ein) Trumm von einem Mann
(ein/e ...) von hohen Graden
(ein/e ...) von hohen Graden
(eine Art) Pastor
(eine) Eva
(eine) Sie
(eine) Studierende
(eine) XXL-Ausgabe
(einer) vom Fach (sein)
(einer) vom Fach (sein)
(evangelikaler) Geistlicher
(evangelikaler) Gelehrter
(fleißiger) Leser
(führender) Kopf
(großer) Meister (Anrede)
(im) Schlepptau
(jemandem) fliegen die Herzen zu
(jemandes) Gegenüber
(jemandes) Herr und Meister
(jemandes) Jungs
(jemandes) Leute
(jemandes) Mädels
(Person) mit ausländischen Wurzeln
(Person) mit Migrationshintergrund
(Person) von nebenan
(so eine) Kante (mit Geste)
... vom Lande
...(i)aner
...anhänger
...begeisterter
...enthusiast
...fan
...fetischist
...freak
...freund
...gestalter
...ist
...liebhaber
...macher
...macher
...narr
...philer
...ratte
...schreiber
...schwarm
...tante
Abdecker
Abenteurer
Abgesandter
Abkomme
Abkömmling
Abkömmling
Ablegat
Absolvent einer Hochschule
Abstinent
Abstinenzler
Abtrünniger
Abwart
Abweichler
Abzocker
Adabei
Adelige
Adeliger
Adept
Adliger
Admin
Administrator
Adoleszent
Adressat
Aficionado
Agent
Agent
Aggressor
Agnostiker
Agnus Dei
Ahn
Ahn
Ahne
Ahnherr
Akademiker
Akademiker
Akademiker
Aktenfresser
Aktuar
Alchemist
Alchimist
Alki
Alkoholabhängiger
Alkoholgegner
Alkoholiker
Alkoholkranker
Alter (Anrede unter Jüngeren)
Alterchen
Altvorderer
Alumnus
Amateur
Amtsinhaber
Amtsperson
Analyst
Analytiker
Analytiker
Andersdenkender
Andersdenker
anerkannter Kriegsdienstverweigerer
Anerkennungsjahr
Anfänger
Anfänger
Anfänger
Anfeuerer
Anführer
Angefixter
Angehöriger
Angestellter
Angreifer
Anhalter
Anhang
Anhänger
Anhänger
Anhänger
Anhänger der Freikörperkultur
Anhänger des Sufismus
Anlernberuf
Anlerntätigkeit
Ansiedler
Ansprechpartner
Ansprechperson
Anstifter
Antagonist
Anthropophage
Antialkoholiker
Antisemit
Anwärter
Anwärter
Anweiser
Anwender
Applikant
"Arbeit für jemanden, der Vater und Mutter erschlagen hat"
Arbeiter
Arbeitnehmer
Arbeitskraft
Arbeitssüchtiger
Arbeitstier
Arbeitswütiger
Architekt
Architekt
Armer
armer Schlucker
armer Student (oft ironisch)
armer Tropf
Arsch vom Dienst
Arztbesucher
Arzthelfer
Arztsekretär
Arztsekretärin
Aspirant
Ass
Ass
Assessor
assoziiertes Mitglied
Astrologe
Astronom
Asylant
Asylantragsteller
Asylbewerber
Asylsuchender
Asylwerber
Atheist
Athlet
Attackierender
Attentäter
auf dem ersten Platz
Aufpasser
Aufseher
Aufsicht
Aufständischer
Auftraggeber
Aufwartefrau
Aufwiegler
Augenstern
Augenzeuge
Augur
Ausbildungsberuf
Ausbildungsberuf
Außenseiter
außerordentliches Mitglied (einer Gesellschaft)
Aushilfsjob
Aushorcher
Ausländer
Ausländischer Mitbürger
Auslöser
Ausrichter
Ausrufer
Aussiedler
Aussteiger
Auswanderer
Auswerter
Automechaniker
Automobil-Mechatroniker
Automobilmechaniker
Automonteur
Autor
Autorität
Autorität
Autoritätsperson
Autoschlosser
Autoschrauber
Avantgardist
B-Promi
B-Prominenter
Babe
Babo
Baby
Bader
Bagagist (Hotel)
Bahnbrecher
Balg
Banause
Barbar
Barbar
Bärchen
Bastler
Bauer
Bauer
Bauernfänger
Baumeister
Bauzeichner
Beauftragter
Beauftragter
Beauty
Bedenkenträger
Bedienerin
Bediensteter
Beduine
Befehlsempfänger
Beförderungsfall (tech.)
Begleiter
Begleiter
Begleitperson
Begleitung
Begründer
bekannte Persönlichkeit
Bekleidungsgestalter
Bekloppter
Benutzer
Benützer
Beobachter
Beobachter
Berater
Berber
Bergbewohner
Berichterstatter
Berufs...
Berufsanerkennungsjahr
Berufsdetektiv
Berufskraftfahrer
Berufskraftfahrer
Berufspolitiker
Berufspraktikum
Berufstätige
Berufstätiger
berühmte Persönlichkeit
Berühmtheit
Beschäftigter
Beschäftigungstherapeut
Beschatter
Beschwörer
bessere Hälfte
Bestatter
Bester
Bestplatzierter
Besucher
Beteiligter
Betreuer
Betroffener
Betrüger
Betrüger
Betrüger
Bettler
Bettler
Bettler
Bettnässer
Bevollmächtigter
Bevollmächtigter
Bewacher
Bewerber
Bewerber
Bewohner
Bewunderer
Bezirksleiter
Biedermann
Bienchen
Biene
Bierdimpfl
Bijoutier
Biker
Bildermacher
Bimbo
Biograf
Biograph
Bittsteller
bizarre Person
Bleichgesicht
Blender
Bluffer
Blumenkind
blutiger Anfänger
Bodybuilder
Bonze
böser Bube
Boss
Boss
Bote
Bote
Bote
Botokude
Botokude
Braut
Brecher
Bremser
Brieffreund
Briefpartner
brillanter Kopf
Brocken
Bruder (Anrede)
Brummer
Brummifahrer
Brutalo
Bsuff
Büchernarr
Bücherwurm
Buchgelehrter
Büchsenmeister
Büchsenschütz
Buddy
Büezer
Büezer
Buhmann
Bukligger
Bulle
Bummelant
Bummler
Bunny
bunter Vogel
Bünzli
Bürge
Bürger
Bürgerschreck
Burgvogt
Bürokraft
Bürokraft
Büronomade
Bursch
Bürschchen
